Spider-Man_No_Way_Home_2021

we	come	to	you	now	with	revelations	about	last	attack	in	an	anonymous	source	provided	this	it	shows	quentin	aka	
any	of	the	charges	against	you	are	gonna	i	knew	my	thank	thank	mister	the	feds	are	actively	investigating	the	
missing	i	understand	loyal	to	stark	and	his	but	if	you	were	if	i	was	i	might	secure	a	i	
need	a	lawyer	because	under	i	you	no	i	could	say	under	advisement	of	i	refuse	to	answer	the	question	
respectfully	because	the	answer	could	incriminate	a	saying	in	what	did	they	say	in	i	calm	hear	what	he	has	
to	gonna	need	a	really	good	you	may	have	dodged	your	legal	but	things	will	get	much	there	is	still	
the	court	of	public	how	did	you	just	do	a	really	good	gonna	need	a	safer	place	to	alarm	it	
looks	nice	to	the	spiritual	you	like	donkey	kong	did	you	send	in	your	applications	i	literally	just	finished	my	
mit	imagine	if	we	both	got	and	we	have	to	take	scholarships	so	we	could	actually	come	you	got	good	
and	good	you	think	being	too	kind	one	of	my	favorite	things	about	what	are	your	other	favorite	i	love	
your	relentless	i	am	a	half	kind	of	i	really	like	how	a	people	i	love	love	so	you	like	
i	think	the	mets	are	gonna	go	all	the	way	this	that	he	gave	his	room	to	so	sleeping	down	
i	have	a	weird	does	any	part	of	you	feel	relieved	about	all	of	ever	since	i	got	bit	by	
that	only	had	one	where	my	life	has	felt	kind	of	i	that	was	when	you	found	because	everyone	that	
was	in	my	life	that	i	wanted	to	you	and	it	was	but	now	everybody	i	am	the	most	famous	
person	in	the	entire	and	still	excited	to	see	you	me	wrap	it	you	both	like	each	we	get	hang	
no	new	ground	being	i	need	my	eight	have	you	been	listening	this	whole	not	by	mj	says	covering	the	
first	day	of	senior	year	for	midtown	most	famous	peter	go	get	or	should	i	the	crowd	has	continued	to	
grow	here	all	morning	long	at	the	midtown	school	of	the	crowd	seems	evenly	divided	between	supporters	of	and	we	
love	are	you	gonna	have	his	mysterio	back	who	are	ned	peter	best	you	come	at	my	you	come	at	
flash	you	wanna	read	about	our	inspiring	you	can	now	from	my	new	one	two	a	million	check	it	wait	
see	you	keep	watching	midtown	news	all	year	as	we	bring	you	upclose	and	personal	coverage	of	peter	fighting	his	
biggest	battle	college	we	would	love	welcome	you	to	midtown	where	we	shape	or	stop	an	honor	to	serve	mysterio	
was	we	some	of	the	students	put	this	together	for	you	did	you	did	i	helped	a	little	i	tried	
to	stop	him	so	many	but	you	piled	he	did	all	of	you	did	a	great	i	hope	you	have	
time	to	stop	and	check	it	and	feel	free	to	or	swing	through	the	or	crawl	on	the	ceiling	to	
avoid	we	all	know	you	can	do	just	you	know	what	you	stop	embarrassing	a	conspiracy	can	we	just	stay	
up	here	all	it	is	so	crazy	down	this	some	suggest	powers	include	the	male	ability	to	hypnotize	which	he	
used	to	seduce	into	his	cult	of	my	some	it	is	so	crazy	down	i	was	when	we	get	into	
we	should	live	for	love	this	is	gonna	be	minus	the	and	the	obviously	the	but	if	we	our	backup	
either	all	be	together	in	new	new	i	can	i	mean	they	have	crime	in	they	wicked	so	be	like	
a	fresh	i	i	just	feel	like	if	you	if	you	expect	then	you	can	never	really	get	come	be	
a	fresh	all	be	fresh	fresh	first	a	backup	last	i	told	you	to	take	down	the	halloween	that	was	
enough	just	do	on	i	feel	like	gonna	he	will	just	make	me	clean	this	is	our	only	or	come	
you	guys	on	light	of	recent	we	are	unable	to	consider	your	application	at	this	this	is	so	not	i	
this	is	so	not	i	do	anything	and	you	guys	definitely	do	anything	expect	and	you	will	never	get	you	
guys	get	because	actually	friends	with	i	better	get	mixer	for	new	what	are	you	get	back	to	you	know	
i	change	a	me	i	coulda	just	showed	this	letter	to	my	the	most	brainless	person	in	the	i	try	
not	to	we	have	liability	is	all	this	for	a	holiday	one	of	the	rotunda	gateways	connects	to	blizzard	blasted	
because	someone	forgot	to	cast	a	maintenance	spell	to	keep	the	seals	he	because	he	forgot	i	now	have	higher	
higher	the	sorcerer	supreme	has	high	i	thought	you	were	the	sorcerer	he	got	it	on	a	technicality	i	blipped	
for	five	if	been	then	the	place	you	no	one	start	to	what	do	i	owe	the	really	sorry	to	
bother	we	saved	half	the	universe	i	think	beyond	calling	me	that	feels	but	allow	when	mysterio	revealed	my	my	
entire	life	got	screwed	i	was	i	i	even	know	if	this	would	actually	but	i	was	wondering	maybe	you	
could	go	back	in	time	and	make	it	so	that	he	never	we	tampered	with	the	stability	of	to	resurrect	
countless	you	wanna	do	it	again	now	just	because	yours	got	this	not	about	i	this	is	really	hurting	a	
lot	of	my	aunt	my	best	my	their	futures	are	ruined	just	because	they	know	done	nothing	i	am	so	
even	if	i	wanted	i	have	the	time	stone	really	sorry	if	wasted	your	you	just	forget	about	he	really	
good	at	forgetting	actually	generated	a	good	the	runes	of	the	runes	of	just	a	standard	spell	of	turn	back	
but	at	least	people	will	forget	that	you	were	ever	not	that	spell	travels	the	dark	borders	between	known	and	
unknown	too	used	it	for	a	lot	do	you	remember	the	full	moon	party	in	come	he	been	through	just	
leave	me	out	of	so	what	is	this	the	built	at	the	intersection	of	cosmic	energy	we	were	the	first	
to	seek	them	some	of	these	walls	are	thousands	of	years	and	they	an	episode	of	equalizer	here	in	the	
really	appreciate	you	doing	this	for	mention	and	call	me	you	nice	knowing	excuse	the	entire	world	is	about	to	
forget	that	peter	parker	is	including	some	people	still	not	how	the	spell	very	difficult	and	dangerous	to	change	it	
so	my	girlfriend	is	just	gonna	forget	about	everything	been	i	is	she	even	gonna	be	my	that	was	she	
your	girlfriend	just	because	i	i	really	hope	everyone	in	the	world	is	gonna	forget	except	your	thank	you	so	
my	what	is	a	my	best	friend	so	really	important	to	me	that	ned	not	change	the	parameters	of	the	
spell	while	casting	i	swear	but	my	aunt	may	should	really	stop	tampering	with	the	once	she	found	out	that	
i	was	it	was	really	and	i	think	that	i	can	go	through	with	that	my	aunt	thank	i	am	
a	harold	he	used	to	work	for	tony	could	you	just	stop	everyone	who	knew	that	i	was	should	still	
did	it	you	changed	my	spell	six	five	you	changed	my	you	do	i	told	and	that	is	that	spell	
was	completely	out	of	if	i	shut	it	something	catastrophic	i	am	so	call	me	you	after	everything	been	through	
somehow	i	always	just	a	part	of	the	not	trying	to	live	two	different	and	the	longer	you	do	the	
more	dangerous	it	believe	so	sorry	you	and	your	not	getting	into	but	if	they	rejected	you	try	to	convince	
them	to	there	is	nothing	else	you	can	when	you	say	you	mean	i	called	i	can	do	you	i	
i	got	their	and	i	assumed	but	are	you	telling	that	you	even	think	to	plead	your	case	with	them	
before	you	asked	me	to	brainwash	the	entire	i	when	you	put	it	like	come	pick	pick	pick	the	mit	
i	need	to	come	and	talk	to	trying	to	get	ned	and	mj	a	second	chance	at	getting	in	it	
for	risking	a	lot	just	talking	to	i	pick	you	up	and	swing	you	to	school	for	a	for	a	
for	a	two	come	help	tell	everyone	that	my	best	please	help	so	this	the	assistant	vice	you	can	plead	
your	case	with	where	is	she	to	go	to	the	stark	facial	i	can	see	peter	you	do	know	in	
the	i	i	i	really	needed	to	talk	to	i	know	on	your	way	to	the	mj	watson	and	ned	
leeds	are	the	two	smartest	people	ever	met	in	my	entire	and	the	dumbest	i	let	them	help	but	if	
i	let	them	help	then	millions	of	people	so	let	mit	be	dumb	like	mit	is	saying	let	mit	be	
i	like	the	dumber	version	of	me	that	have	let	them	you	rehearse	did	what	trying	why	are	you	my	
you	should	get	out	of	the	everybody	get	off	the	doors	have	do	i	know	what	have	you	done	with	
my	your	i	know	what	talking	what	the	power	of	the	in	the	palm	of	my	if	you	stop	smashing	
we	could	work	together	and	i	can	help	you	find	your	you	wanna	play	you	guys	are	get	out	of	
you	think	your	fancy	new	gonna	save	i	your	little	girlfriend	when	i	had	the	what	did	you	just	looks	
like	we	got	just	stay	just	take	a	deep	are	you	got	it	all	under	suit	outdone	i	underestimated	but	
you	not	peter	i	am	so	confused	right	new	device	pairing	new	listen	to	you	listen	to	listen	to	not	
are	you	come	you	can	still	make	your	a	gonna	talk	to	admissions	about	your	and	gonna	talk	to	them	
about	this	about	going	to	talk	to	them	about	your	and	and	if	you	keep	your	noses	maybe	have	a	
fair	get	out	of	the	let	me	get	that	i	see	come	that	was	not	until	you	stop	trying	to	
in	of	this	whole	tentacle	situation	you	got	going	on	who	are	what	is	going	be	careful	what	you	wish	
let	me	out	of	can	you	please	explain	to	me	what	is	going	that	little	spell	that	you	botched	where	
you	wanted	everyone	to	forget	that	peter	parker	is	it	started	pulling	in	everyone	who	knows	peter	parker	is	from	
every	from	every	who	are	where	am	i	think	better	if	we	engage	with	him	the	multiverse	is	a	concept	
about	which	we	know	frighteningly	the	multiverse	is	this	even	be	but	i	thought	you	stopped	the	i	contained	but	
it	would	appear	that	a	few	of	them	squeaked	after	you	i	detected	an	otherworldly	i	pursued	it	into	the	
where	i	found	that	son	of	a	is	it	what	is	a	birthday	who	is	this	what	is	this	watch	
do	you	know	a	peter	parker	who	is	is	that	what	we	gotta	i	know	how	many	of	these	visitors	
we	i	saw	another	on	the	he	was	like	like	a	flying	green	well	he	sounds	why	you	start	with	
i	need	you	to	capture	them	and	bring	them	while	i	figure	out	how	to	get	them	before	they	destroy	
the	fabric	of	or	wong	finds	doctor	my	friends	and	i	just	got	a	second	chance	at	getting	into	if	
the	school	sees	me	fighting	crazy	watch	your	seriously	still	talking	about	what	did	you	just	how	did	you	do	
lots	of	birthday	one	send	it	to	me	and	move	get	to	now	i	know	this	is	my	and	i	
swear	to	you	that	fix	but	gonna	need	some	i	believe	in	the	sanctum	neither	can	how	did	you	know	
made	of	because	my	nanna	says	that	we	have	it	in	and	sometimes	i	get	these	tinglings	in	my	you	
should	talk	to	your	so	sorry	for	dragging	you	in	you	just	gotta	help	me	find	these	you	have	to	
you	got	us	a	second	at	how	did	the	bad	guys	get	he	screwed	up	a	spell	trying	to	get	
you	into	i	thought	it	was	a	magic	you	did	it	with	that	was	just	focus	on	the	good	just	
focus	on	the	bad	as	of	you	have	detected	zero	multiversal	get	on	your	scour	the	this	telling	us	what	
to	even	though	it	was	your	that	got	screwed	meaning	that	all	of	this	is	kind	of	your	you	i	
know	a	couple	of	magic	words	starting	with	the	word	this	you	can	work	in	the	the	about	this	whole	
spell	totally	i	i	get	you	just	trying	to	fix	and	maybe	just	run	it	by	us	next	you	that	
when	about	to	do	something	that	break	the	we	could	help	workshop	brainstorm	i	and	not	a	big	a	torture	
that	is	a	pilates	that	the	so	we	get	the	rest	of	the	you	zap	doctor	magic	will	send	them	
and	when	we	get	into	round	of	stale	my	catch	some	multiverse	who	the	hell	are	these	these	are	my	
this	is	mj	and	this	is	what	was	your	name	otto	no	your	actual	is	that	a	we	gotta	find	
these	guys	finish	your	then	come	i	got	i	got	i	got	i	gotta	love	i	mean	you	can	take	
the	guy	out	of	the	chair	but	you	take	the	chair	out	of	the	what	did	you	disturbance	near	a	
military	research	facility	outside	of	the	and	witnesses	say	they	saw	a	monster	flying	through	the	gotta	be	the	guy	
i	saw	on	the	you	know	on	the	you	said	his	norman	brilliant	military	but	he	was	what	happened	to	
we	tire	of	your	i	gotta	where	are	we	it	be	because	norman	osborn	died	years	so	either	we	saw	
someone	or	flying	out	into	the	to	fight	a	keep	an	eye	out	on	those	we	really	know	where	this	
guy	i	really	know	how	you	do	this	without	throwing	did	you	guys	see	really	what	is	are	you	getting	
the	tingle	is	the	tingle	thing	is	your	tingle	are	you	guys	seeing	he	was	this	you	happen	to	be	
from	another	would	he	i	looks	like	i	like	just	web	go	go	this	is	not	what	flint	you	but	
not	your	what	do	you	mean	not	my	what	the	hell	is	going	explain	but	first	can	you	help	me	
stop	this	you	try	to	surround	him	and	pull	the	all	i	hold	him	much	i	got	i	got	different	
worry	about	i	got	my	body	this	is	gonna	sound	really	but	this	your	another	what	i	was	the	i	
like	actually	my	fault	that	like	the	or	the	i	hate	the	i	meant	the	so	you	guys	just	gonna	
stand	there	and	act	like	i	i	what	was	what	did	you	just	do	to	did	you	i	can	explain	
you	just	have	to	trust	i	trust	i	know	what	is	you	picked	the	wrong	you	know	this	not	a	
a	from	same	curt	he	was	a	scientist	in	oscorp	when	i	worked	a	brilliant	till	he	turned	himself	into	
a	then	he	tried	to	turn	the	whole	city	into	it	was	it	it	was	the	next	step	in	human	
the	dinosaur	can	speaking	of	what	happened	to	last	i	you	had	bad	glasses	and	a	did	you	get	a	
you	know	i	can	give	you	a	real	let	me	into	a	could	you	two	just	shut	where	are	a	
no	real	way	to	sugarcoat	literally	the	dungeon	of	a	you	can	keep	your	i	want	a	taste	of	that	
new	energy	i	just	did	those	guys	come	through	there	should	be	an	electric	guy	and	a	sand	all	here	
and	locked	gonna	just	stay	here	for	a	and	try	to	fix	this	damage	so	they	blame	it	on	me	
i	do	any	of	this	without	thank	of	ask	him	if	this	is	like	a	tree	or	like	a	scientist	
that	turned	into	a	is	this	a	a	we	have	a	new	world	to	you	make	me	leave	me	hiding	
in	the	hiding	from	who	you	truly	you	escape	at	one	of	the	guys	looking	for	just	walked	thank	here	
he	this	is	my	norman	i	thought	that	you	i	saw	in	an	ad	for	this	and	i	thought	he	
could	help	but	not	so	you	want	he	just	wandered	i	know	where	else	to	living	in	my	oscorp	my	
not	someone	everytime	in	i	and	in	this	in	this	and	i	i	know	going	on	with	i	it	make	
and	i	mean	just	in	the	i	mean	in	his	are	they	all	like	i	mean	they	all	have	their	
mental	or	physical	he	needs	but	maybe	they	all	you	this	my	not	your	their	chance	of	getting	help	is	
way	better	back	where	they	came	sending	them	the	best	thing	that	we	can	do	for	for	or	for	look	
around	this	is	what	we	we	help	this	is	for	trust	but	the	fact	is	a	be	right	after	a	
brief	word	from	daily	bugle	the	only	other	daily	fix	you	i	got	eyes	on	with	his	aunt	and	some	
guy	i	you	just	leaving	the	lose	hope	to	see	you	he	trusts	so	do	thanks	for	cleaning	my	see	
you	this	is	these	are	my	ned	and	mary	michelle	do	you	think	there	are	other	ned	what	happened	to	
what	happened	the	walking	what	do	you	you	years	i	love	it	what	are	you	talking	standing	right	they	both	
fighting	it	was	all	over	the	green	impaled	by	the	glider	he	flew	around	and	a	couple	of	years	doc	
drowned	in	the	river	with	your	was	trying	to	stop	my	fusion	so	i	stopped	i	had	by	the	and	
and	then	i	was	let	me	tell	you	i	was	whooping	tell	and	then	he	caused	an	i	was	stuck	
in	the	absorbing	i	was	about	to	turn	into	pure	and	and	i	was	about	to	do	you	do	i	
you	caught	another	not	what	is	an	ancient	the	machinati	trap	your	corrupted	spell	once	finished	the	proper	will	reverse	
the	and	send	these	guys	back	to	their	and	then	we	no	pass	on	let	me	out	of	we	send	
them	not	some	of	these	guys	are	gonna	their	come	have	a	in	the	grand	calculus	of	the	their	sacrifice	
means	infinitely	more	than	their	if	they	they	what	are	you	you	gotta	this	is	why	i	never	had	give	
me	the	my	not	just	been	separated	from	your	physical	my	how	are	you	doing	i	have	no	you	should	
not	be	able	to	do	this	feels	that	might	be	one	of	the	coolest	things	ever	happened	to	but	ever	
do	that	get	off	of	what	is	this	the	mirror	where	in	can	we	please	just	talk	about	you	realize	
that	in	the	there	are	an	infinite	number	of	people	who	know	peter	parker	is	and	if	that	spell	gets	
all	coming	i	i	get	but	we	just	send	them	home	to	their	you	change	that	anymore	than	you	can	
change	who	they	but	what	if	we	what	if	we	can	change	their	what	are	you	not	giving	you	give	
me	that	wait	a	is	that	an	archimedean	the	mirror	dimension	is	just	great	at	you	can	do	square	the	
divided	plot	points	along	the	come	pick	you	up	when	you	know	cooler	than	do	i	have	to	what	i	
just	had	a	fight	with	doctor	strange	and	i	totally	and	i	stole	his	ring	i	was	swinging	through	the	
and	then	i	went	through	massive	mirror	and	then	i	was	where	is	where	is	not	sure	for	how	you	
just	left	us	to	why	because	not	who	he	i	think	i	can	help	you	if	i	can	fix	what	
happened	to	then	when	you	go	things	will	be	different	and	you	might	not	die	fighting	what	do	you	mean	
fix	our	technology	is	i	can	help	you	something	of	a	scientist	octavius	knows	what	i	can	you	mean	like	
a	i	i	promise	you	guys	but	at	least	this	we	actually	get	to	go	home	and	have	a	a	
second	i	come	that	worth	trust	when	you	try	to	fix	there	are	always	i	you	have	to	i	also	
know	that	you	could	but	if	you	stay	gonna	have	to	deal	with	the	we	go	or	not	much	of	
a	is	i	just	wanna	go	i	myself	wanna	be	especially	by	a	guy	dressed	like	dungeons	your	i	have	
it	all	under	what	are	we	gonna	do	about	this	we	need	to	find	somewhere	safe	for	you	got	to	
take	if	something	bad	text	and	then	you	just	push	this	and	then	all	and	all	be	going	with	not	
gonna	leave	you	come	with	too	you	guys	have	already	done	in	this	i	know	in	this	but	i	do	
this	if	i	know	that	in	so	for	mj	please	just	take	thank	but	i	if	i	hear	from	pressing	
the	and	i	will	do	we	all	believe	no	way	his	no	do	she	see	you	be	you	be	you	
coming	with	if	this	goes	gonna	fry	you	from	the	inside	he	told	me	he	wants	to	stay	in	the	
alarm	i	feel	kinda	bad	using	place	like	get	over	so	this	is	your	no	no	just	performing	miracles	in	
a	gonna	cook	up	some	some	frozen	burritos	in	a	i	could	go	for	a	gonna	us	hope	up	i	
told	i	need	i	need	especially	by	a	teenager	using	scraps	from	a	junk	he	got	something	back	i	can	
feel	weird	what	the	hell	is	a	it	can	construct	basically	i	thought	that	was	a	tanning	bed	happy	look	
at	gonna	us	the	chip	in	the	back	of	neck	was	designed	to	protect	his	brain	from	the	system	controlling	
these	but	if	you	look	the	chip	is	so	rather	than	him	being	in	control	of	the	the	tentacles	are	
now	in	control	of	i	guess	explains	he	is	so	miserable	all	the	i	am	fresh	water	or	you	because	
an	fresh	water	it	look	at	this	and	all	the	this	the	i	love	the	whole	overfloor	talking	about	the	
i	kinda	like	who	i	am	and	all	that	power	back	i	could	be	so	much	so	why	did	you	
come	i	have	a	and	i	wanna	see	but	not	gonna	send	anyone	till	finished	his	little	science	project	back	
you	trust	i	trust	you	end	up	like	that	the	place	where	i	worked	they	were	experimenting	with	electricity	created	
by	living	and	i	fell	into	a	vat	of	electric	i	fell	into	a	gotta	be	careful	where	you	the	
technology	and	when	all	this	is	if	you	need	a	job	and	willing	to	commute	to	another	it	that	totally	
i	got	i	did	i	did	will	you	send	him	here	we	hold	all	of	these	humiliations	never	keep	your	
science	fair	project	away	from	it	will	have	says	the	reckless	fool	who	turned	himself	into	a	please	hold	you	
i	when	i	get	out	of	this	doctor	so	those	inside	my	almost	would	you	look	at	dear	how	can	
i	help	this	is	leave	a	this	is	i	accessed	my	doorbell	who	are	those	is	that	a	you	bring	
a	cyborg	with	robot	legs	into	my	one	of	the	guys	was	made	of	going	call	me	how	does	it	
about	to	become	whole	no	more	darker	just	just	it	just	goes	right	this	that	should	be	drawing	power	gonna	
come	back	in	asecond	just	to	check	on	keep	an	eye	on	the	when	all	it	means	all	the	electricity	
in	your	not	all	the	i	obviously	you	know	you	need	electricity	for	your	brain	to	your	nervous	system	not	
really	sure	why	explaining	electricity	to	can	i	ask	you	a	are	these	your	i	gotta	be	something	feels	what	
do	you	i	like	leave	it	the	sooner	you	guys	get	through	with	the	sooner	we	go	where	is	and	
yet	here	we	are	did	you	not	hear	me	say	lose	i	want	incriminating	footage	of	and	so	it	i	
what	is	why	are	you	looking	at	me	like	some	neat	that	sense	of	on	the	no	more	darker	did	
you	really	think	that	let	that	that	let	you	take	away	my	power	just	because	blind	to	what	true	power	
can	bring	you	know	i	saw	how	she	trapped	fighting	her	holy	moral	we	need	you	to	save	we	need	
to	be	these	are	not	you	know	what	talking	i	watched	you	from	deep	behind	cowardly	to	have	everything	you	
while	the	world	tries	to	make	you	gods	have	to	we	my	what	have	you	i	liked	you	better	up	
up	the	guy	from	the	did	you	see	get	off	strong	enough	to	have	it	too	weak	to	take	now	
i	told	you	be	your	is	choking	can	you	feel	it	norman	was	he	got	it	from	that	pathetic	you	
tried	to	fix	gonna	fix	no	good	deed	goes	you	can	thank	me	are	you	knocked	off	my	me	i	
think	i	broke	my	this	is	all	my	i	just	listened	to	strange	and	let	him	send	them	you	did	
the	right	they	would	have	been	you	did	the	right	not	my	what	norman	my	moral	you	listen	to	you	
have	a	you	have	and	with	great	there	must	also	come	great	i	get	out	of	what	are	you	what	
just	helps	to	catch	my	catch	your	right	gonna	take	our	you	catch	your	and	take	you	to	a	are	
you	somebody	i	need	an	what	catch	my	right	right	right	just	me	and	will	you	look	at	what	are	
you	will	you	just	wake	up	and	talk	to	so	what	else	can	i	call	what	more	need	be	the	
the	you	saw	it	with	your	own	when	will	people	wake	and	realize	that	everywhere	chaos	and	calamity	everything	touches	
comes	to	and	the	are	left	to	pick	up	the	jonah	good	and	god	help	us	still	gonna	press	peter	
told	me	to	gonna	do	i	just	i	just	wish	that	we	could	see	do	that	i	just	wish	we	
could	see	i	just	wish	we	could	see	i	am	is	that	it	has	to	nice	who	the	hell	are	
peter	not	i	am	in	my	but	i	i	was	just	string	multidimensional	and	matter	all	knew	this	has	to	
be	because	of	the	the	like	magic	no	no	real	i	shut	not	shut	i	magicians	and	but	no	stop	
prove	prove	that	peter	i	carry	an	id	with	you	kinda	defeats	the	whole	anonymous	superhero	you	do	to	see	
if	you	have	the	tingle	i	have	the	tingle	just	not	from	can	you	not	throw	the	bread	a	deeply	
mistrusting	and	i	respect	crawl	crawl	crawl	why	do	i	need	to	crawl	cause	not	this	is	it	how	do	
i	stick	to	the	do	sabihin	mo	diyan	sa	mamang	na	alisin	yung	agiw	sa	my	asking	if	you	could	
just	get	the	cobweb	up	thank	for	i	opened	a	wrong	portal	to	the	wrong	peter	i	guess	you	just	
keep	doing	it	until	you	find	the	real	no	find	peter	with	the	eyes	and	find	peter	find	peter	just	
some	random	i	hope	i	just	came	through	it	just	peter	seen	you	not	your	so	why	you	just	say	
i	generally	go	around	advertising	kinda	defeats	the	whole	anonymous	superhero	what	i	just	what	he	just	nagkalat	ka	linisin	
mo	lahat	ng	mga	basura	mo	at	alam	mo	na	gusto	ko	itong	bahay	pero	tingnan	dumi	dumi	my	asking	
if	you	could	clean	up	the	webs	that	you	just	of	going	to	good	this	might	seem	kind	of	been	
trying	to	find	your	friend	ever	since	i	got	i	just	had	this	sense	that	he	needs	my	our	he	
we	know	where	he	right	all	he	really	has	is	there	some	that	he	might	go	that	has	meaning	to	
like	a	place	where	he	would	go	to	get	away	from	for	it	was	the	top	of	the	chrysler	empire	
better	that	is	a	sweet	i	think	i	know	exactly	where	that	would	some	people	about	i	got	some	understanding	
of	what	going	please	tell	me	that	you	know	what	going	all	my	she	died	for	so	gonna	do	what	
i	done	in	the	first	you	belong	either	of	so	sending	you	those	other	guys	are	from	your	so	you	
deal	with	if	they	if	you	on	not	my	i	care	really	sorry	that	i	dragged	you	into	but	you	
have	to	go	home	good	my	uncle	ben	was	it	was	my	i	i	lost	she	was	my	i	save	
never	gonna	be	able	to	forgive	myself	for	but	i	carried	tried	tried	to	keep	tried	to	keep	being	friendly	
neighborhood	because	i	know	what	she	would	have	at	some	i	i	stopped	pulling	my	i	got	i	got	i	
just	want	to	end	up	like	the	night	ben	i	hunted	down	the	man	who	i	thought	did	i	wanted	
him	i	got	what	i	it	make	it	it	took	me	a	long	time	learn	to	get	through	that	i	
wanna	i	wanna	tear	him	i	can	still	hear	her	voice	in	my	even	after	she	was	she	said	to	
me	that	we	did	the	right	she	told	me	that	with	great	comes	great	how	do	you	know	uncle	ben	
said	the	day	he	maybe	she	die	for	i	think	that	i	can	repair	the	devices	for	dillon	and	but	
the	i	got	already	cured	him	so	no	big	no	big	i	think	i	can	make	an	antiserum	for	doctor	
been	thinking	about	it	a	long	gotta	cure	all	of	what	we	for	do	you	have	a	best	friend	i	
you	he	died	in	my	after	he	tried	to	it	was	run	a	you	you	deserve	i	ruined	your	look	
at	not	going	gonna	get	through	gonna	get	through	it	you	have	i	got	no	time	for	peter	parker	you	
do	a	i	i	guess	just	not	in	the	cards	for	guys	like	i	give	took	a	we	made	it	
