Avengers_Endgame_2019

avengers	endgame	can	you	you	how	about	can	you	see	all	three	nice	you	guys	want	mayo	or	or	who	
he	he	talked	about	his	great	even	i	wanted	to	please	where	would	we	go	once	his	plan	was	his	
answer	was	always	the	to	the	thanos	has	a	retirement	so	where	is	when	thanos	snapped	his	earth	became	ground	
zero	for	a	power	surge	of	ridiculously	cosmic	no	ever	seen	anything	like	until	two	days	on	this	thanos	is	
he	used	the	stones	be	going	in	you	he	still	got	the	so	get	we	use	them	to	bring	everyone	
just	like	just	like	even	if	a	small	chance	that	we	can	undo	i	we	owe	it	to	everyone	not	
in	this	room	to	if	we	do	how	do	we	know	gonna	end	any	differently	than	it	did	because	you	
have	new	everybody	in	this	room	is	about	that	superhero	and	if	you	mind	my	where	the	hell	have	you	
been	all	this	there	are	a	lot	of	other	planets	in	the	and	they	have	you	i	like	this	go	
get	this	son	of	a	who	here	been	to	you	better	not	throw	up	on	my	approaching	jump	in	head	
down	for	this	is	gonna	work	i	know	it	because	i	know	what	gonna	do	if	it	no	no	no	
no	ground	defenses	of	any	just	then	where	are	answer	the	the	universe	required	after	the	stones	served	no	beyond	
you	you	should	be	where	are	the	reduced	to	you	used	them	two	days	i	used	the	stones	to	destroy	
the	it	nearly	but	the	work	is	it	always	will	i	am	we	have	to	tear	this	place	he	has	
to	be	my	father	is	many	a	liar	is	not	one	of	thank	perhaps	i	treated	you	too	what	did	
you	i	went	for	the	so	went	on	a	date	the	other	the	first	time	in	five	you	sit	i	
know	what	to	talk	what	did	you	talk	same	old	you	how	things	have	my	his	how	much	we	miss	
the	then	things	get	he	cried	as	they	were	serving	the	what	about	i	cried	just	before	but	seeing	him	
again	you	did	the	hardest	you	took	the	you	know	where	you	were	gonna	come	and	those	little	brave	baby	
steps	you	gotta	to	try	and	become	whole	to	try	and	find	i	went	in	the	ice	in	right	after	
i	met	the	love	of	my	woke	up	years	you	got	to	move	got	to	move	the	world	is	in	
our	left	to	us	and	we	got	to	do	something	with	thanos	all	of	what	the	what	the	hell	happened	
my	excuse	so	we	boarded	that	highly	suspect	warship	danvers	it	was	an	infectious	garbage	thanks	for	the	hot	you	
were	and	now	we	smell	like	you	get	a	reading	on	those	it	was	a	mild	subduction	under	the	african	
do	we	have	a	how	are	we	handling	an	earthquake	under	the	we	handle	it	by	not	handling	are	we	
seeing	you	here	next	not	you	gonna	get	another	covering	a	lot	of	the	things	that	are	happening	on	earth	
are	happening	on	thousands	of	a	good	a	good	so	you	might	not	see	me	for	a	long	all	this	
channel	is	always	anything	goes	making	trouble	where	they	comes	through	all	good	where	are	the	federales	found	a	room	
full	of	looks	like	a	bunch	of	cartel	never	even	had	the	chance	to	get	their	probably	a	rival	except	
it	definitely	what	done	what	been	doing	for	the	last	few	i	the	scene	that	he	i	gotta	tell	a	
part	of	me	that	even	wanna	find	will	you	find	out	where	going	you	know	offer	to	clip	your	dinner	
but	you	seem	pretty	miserable	you	here	to	do	your	and	to	see	a	your	friend	is	you	know	i	
saw	a	pod	of	whales	when	i	was	coming	up	the	in	the	fewer	cleaner	you	if	about	to	tell	
me	to	look	on	the	bright	about	to	hit	you	in	the	head	with	a	peanut	butter	force	of	you	
know	i	keep	telling	everybody	they	should	move	on	some	but	not	if	i	move	who	does	maybe	it	need	
to	be	i	used	to	have	and	then	i	got	this	this	and	i	i	was	better	because	of	and	
even	still	trying	to	be	i	think	we	both	need	to	get	a	you	is	anyone	this	is	scott	we	
met	a	few	years	at	the	in	i	got	really	big	and	i	had	my	mask	you	recognize	is	this	
an	old	i	know	you	know	the	front	i	need	to	talk	to	you	are	you	have	either	of	you	
guys	ever	studied	quantum	only	in	five	years	right	i	was	in	a	place	called	the	quantum	the	quantum	realm	
is	like	its	own	microscopic	to	get	in	you	have	to	be	incredibly	she	was	she	was	supposed	to	pull	
me	and	then	thanos	and	i	got	stuck	in	that	been	a	long	but	just	it	for	me	it	was	
five	the	rules	of	the	quantum	realm	like	they	are	up	everything	is	is	that	what	are	you	talking	what	
saying	time	works	differently	in	the	quantum	the	only	problem	is	right	we	have	a	way	to	navigate	but	what	
if	we	i	stop	thinking	about	what	if	we	could	somehow	control	the	and	we	could	navigate	what	if	there	
was	a	way	that	we	can	enter	the	quantum	realm	at	a	certain	point	in	time	but	then	exit	the	
quantum	realm	at	another	point	in	like	before	are	you	talking	about	a	time	of	course	not	a	time	more	
like	a	time	i	know	but	i	stop	thinking	about	gotta	some	i	get	from	a	nothing	sounds	crazy	so	
who	do	we	talk	to	about	morgan	want	some	define	lunch	or	be	you	should	not	be	wearing	that	is	
part	of	a	special	anniversary	gift	making	for	there	you	are	you	thinking	about	want	a	handful	of	what	you	
how	did	you	find	were	you	looking	for	i	found	you	like	going	to	the	so	does	fine	mom	never	
wears	anything	i	we	know	what	it	sounds	tony	after	everything	is	anything	really	quantum	fluctuation	messes	with	the	planck	
which	then	triggers	the	deutsch	can	we	agree	on	thank	in	it	means	not	coming	i	you	accidentally	a	cosmic	
and	now	you	wanna	pull	what	do	you	call	a	time	time	of	why	we	think	of	this	because	because	
a	the	stones	are	in	the	we	can	go	back	and	we	can	get	we	can	snap	our	own	we	
can	bring	everybody	or	screw	it	up	worse	than	he	already	i	believe	we	gotta	say	i	miss	that	giddy	
high	hopes	help	if	no	way	for	me	to	safely	execute	said	time	i	believe	the	most	likely	outcome	will	
be	our	collective	not	if	we	strictly	follow	the	rules	of	time	that	means	no	talking	to	our	past	no	
betting	on	sporting	gonna	stop	you	right	are	you	seriously	telling	me	that	your	plan	to	save	the	universe	is	
based	on	back	to	the	you	had	me	worried	be	not	how	quantum	physics	we	have	to	take	a	we	
did	and	here	we	i	know	you	got	a	lot	on	the	you	got	a	a	but	i	lost	someone	
very	important	to	a	lot	of	people	and	we	have	a	chance	to	bring	her	to	bring	everyone	and	telling	
me	that	you	i	leave	got	a	mommy	told	me	to	come	and	save	good	i	wish	come	here	to	
ask	me	something	anything	i	missed	you	it	and	set	for	i	get	and	happy	for	i	really	but	this	
is	a	second	i	got	my	second	chance	right	i	roll	the	dice	if	you	talk	you	can	stay	for	
not	but	i	what	are	we	gonna	we	need	are	we	gonna	i	wanna	do	it	gonna	need	a	really	
big	bigger	than	come	i	feel	like	the	only	one	try	some	of	have	some	so	these	are	confusing	not	
what	i	i	get	i	wearing	shirts	five	years	ago	we	got	our	asses	except	it	was	worse	for	because	
i	lost	hulk	then	banner	we	all	no	one	blamed	i	for	years	been	treating	the	hulk	like	some	kind	
of	something	to	get	rid	but	then	i	started	looking	at	him	as	the	eighteen	months	in	a	gamma	i	
put	the	brains	and	the	brawn	and	now	look	at	best	of	both	excuse	can	we	get	a	little	come	
step	on	you	say	did	you	get	you	wanna	grab	one	with	hulk	they	know	nobody	he	wants	you	want	
to	take	a	picture	with	even	saying	no	he	i	get	i	want	it	i	want	a	picture	with	gonna	
feel	they	said	do	i	want	it	feel	take	the	thank	thank	you	very	hulk	listen	to	your	she	knows	
about	we	were	the	whole	time	travel	outside	of	my	area	of	you	pulled	this	i	remember	a	time	when	
that	seemed	pretty	look	at	a	mod	let	me	see	what	checks	recommend	one	last	sim	before	we	pack	it	
in	for	the	this	in	the	shape	of	a	mobius	give	me	that	particle	and	spectral	gotta	take	a	just	
a	and	worry	if	it	pan	just	model	what	are	you	doing	little	we	say	only	mommy	says	that	she	
coined	it	belongs	to	why	you	i	got	some	important	shit	going	on	what	do	you	i	got	something	on	
my	i	got	something	on	my	was	it	juice	sure	great	minds	think	juice	exactly	was	my	you	now	you	
that	goes	tell	me	a	a	once	upon	a	a	little	girl	went	to	the	that	the	whole	come	your	
favorite	i	love	you	i	love	you	go	to	or	sell	all	your	not	that	a	but	she	loves	me	
you	were	somewhere	in	the	low	to	what	you	just	a	book	on	new	with	just	i	figured	it	the	
you	just	so	talking	about	the	same	time	i	got	really	i	a	lot	of	people	i	help	it	sorta	
seems	like	you	not	if	i	i	can	put	a	pin	in	it	right	and	trying	to	get	you	to	
stop	has	been	one	of	the	few	failures	of	my	entire	i	sometimes	feel	i	should	put	it	in	a	
locked	box	and	drop	it	at	the	bottom	of	a	to	but	would	you	be	able	to	here	we	time	
travel	test	number	fire	up	the	van	breakers	are	emergency	generators	are	on	if	we	blow	the	i	wanna	lose	
tiny	here	in	the	excuse	you	say	things	like	it	just	a	bad	you	were	i	have	no	talking	about	
time	travel	either	all	a	or	none	of	it	get	your	helmet	gonna	send	you	back	a	but	walk	around	
for	an	then	bring	you	back	in	makes	perfectly	not	good	you	got	i	captain	on	the	count	of	this	
feel	going	hold	who	is	is	that	my	can	you	bring	him	working	on	a	as	a	bring	scott	when	
i	say	the	the	somebody	peed	my	i	know	if	it	was	me	or	just	time	i	see	this	as	
an	absolute	why	the	long	let	me	he	turned	into	a	among	other	what	are	you	doing	the	epr	instead	
of	pushing	lang	through	you	wound	up	pushing	time	through	somebody	coulda	cautioned	you	against	you	did	thank	i	fixed	
a	fully	functioning	i	just	want	turns	resentment	is	and	i	hate	we	got	a	at	getting	these	but	i	
gotta	tell	you	my	priority	is	to	bring	back	what	we	i	keep	what	i	i	have	at	all	maybe	
not	die	trying	will	be	sounds	like	a	i	he	made	it	for	honestly	i	have	to	get	it	out	
the	garage	before	morgan	takes	it	thank	will	you	keep	that	a	little	bring	one	for	the	whole	we	are	
the	whole	working	on	that	right	big	i	careful	on	an	idiot	on	the	landing	kind	of	a	step	down	
from	a	golden	palace	for	an	avenger	highness	or	have	a	little	lost	then	half	the	probably	just	happy	they	
have	a	you	have	great	to	see	angry	i	think	i	liked	you	better	either	of	the	other	this	is	
how	you	he	see	that	we	only	see	him	once	a	when	he	comes	in	that	what	something	died	in	
are	you	here	about	the	the	cinemax	ran	out	two	weeks	sports	were	all	kind	of	my	my	how	have	
you	come	you	little	not	you	know	my	long	time	no	on	the	feel	free	to	log	on	to	the	
no	that	kid	on	the	tv	called	me	a	dickhead	noobmaster	thor	you	the	god	of	if	you	log	off	
this	game	immediately	gonna	fly	home	to	your	come	down	to	that	basement	hiding	rip	off	your	arms	then	shove	
them	up	your	go	cry	to	your	you	little	thank	let	me	know	if	he	bothers	you	thank	you	very	
i	so	you	guys	want	a	what	are	you	we	have	all	sorts	of	you	all	i	look	all	you	
look	like	melted	ice	we	need	your	there	might	be	a	chance	we	could	fix	like	the	been	driving	me	
bananas	for	like	say	that	we	actually	say	that	name	in	please	take	your	hand	off	i	know	guy	might	
scare	why	would	i	why	why	would	i	be	scared	of	that	the	one	who	that	anyone	else	here	that	
think	why	tell	everybody	who	chopped	big	head	swinging	i	get	in	a	rough	been	there	you	wanna	know	who	
helped	me	out	of	i	is	it	was	you	helped	why	you	ask	asgardians	down	how	much	my	help	was	
the	ones	that	are	i	think	we	can	bring	them	i	know	you	think	down	here	wallowing	in	my	own	
waiting	to	be	rescued	and	and	but	all	good	whatever	it	is	that	not	into	care	we	need	beer	on	
the	what	after	we	never	did	anything	to	done	hurting	help	what	i	you	give	you	be	neither	should	got	
a	job	to	is	that	what	calling	all	these	people	gonna	bring	your	family	we	found	a	give	me	sorry	
i	give	it	to	you	drifting	on	the	side	it	take	it	only	a	genius	on	time	travel	not	being	
very	being	very	being	these	are	pym	all	and	ever	since	hank	pym	got	snapped	out	of	this	is	this	
is	what	we	not	making	any	calm	got	enough	for	one	round	no	two	test	one	test	all	not	ready	
for	do	now	gonna	feel	a	little	discombobulated	from	the	worry	about	wait	a	let	me	ask	you	if	we	
can	do	you	go	back	in	why	we	just	find	baby	you	first	of	and	time	work	that	changing	the	
past	change	the	we	go	we	get	the	stones	before	thanos	gets	thanos	have	the	problem	not	how	it	what	
i	by	who	told	you	star	time	after	quantum	a	wrinkle	in	somewhere	in	hot	tub	time	bill	and	excellent	
any	movie	that	deals	with	time	die	this	is	i	know	why	everyone	believes	but	that	think	about	if	you	
travel	to	the	that	past	becomes	your	and	your	former	present	becomes	the	which	now	be	changed	by	your	new	
so	back	to	the	a	bunch	of	all	going	in	where	are	my	look	at	you	it	it	so	the	
now	we	gotta	figure	out	the	and	the	almost	everyone	in	this	room	has	had	an	encounter	with	at	least	
one	of	the	six	infinity	subtitute	the	word	for	near	been	by	one	of	the	six	infinity	i	i	even	
know	what	the	hell	all	talking	we	only	have	enough	pym	particles	for	one	round	trip	and	these	stones	have	
been	in	a	lot	of	different	places	throughout	our	not	a	lot	of	convenient	spots	to	just	drop	which	means	
we	have	to	pick	our	start	with	the	what	do	you	is	he	where	to	the	is	not	a	called	
it	a	stone	more	of	an	angry	sort	of	gonna	need	to	amend	and	stop	saying	an	interesting	about	the	
my	many	years	had	to	hide	the	stone	from	the	dark	scary	so	there	she	an	old	flame	of	she	
stuck	her	hand	inside	a	rock	this	one	and	then	the	aether	stuck	itself	inside	she	became	very	so	i	
had	to	take	her	to	which	is	where	and	we	had	to	try	and	fix	we	were	dating	at	the	
you	i	got	to	introduce	her	to	my	and	you	jane	and	i	even	dating	these	things	happen	you	nothing	
lasts	the	only	thing	why	you	come	sit	not	done	the	only	thing	that	is	permanent	in	is	like	a	
bloody	quill	said	he	stole	the	power	stone	from	is	that	a	a	quill	was	a	like	a	like	in	
outer	like	a	little	all	happy	and	do	you	wanna	go	to	you	wanna	go	to	take	you	to	thanos	
found	the	soul	stone	on	what	is	a	dominion	of	at	the	very	center	of	celestial	thanos	my	that	time	
stone	doctor	what	kind	of	doctor	was	neurostuff	meets	rabbit	from	a	nice	place	in	the	sullivan	he	lived	in	
new	he	lived	in	not	if	you	pick	the	right	there	are	three	stones	in	new	shut	the	front	all	
we	have	a	six	three	one	five	years	we	all	of	we	lost	we	lost	we	lost	a	part	of	
we	have	a	chance	to	take	it	all	you	know	your	you	know	your	get	the	get	them	one	round	
trip	no	no	most	of	us	are	going	somewhere	we	but	it	mean	we	should	know	what	to	be	look	
out	for	each	this	is	the	fight	of	our	and	gonna	whatever	it	good	pretty	good	at	all	you	heard	
the	stroke	those	jelly	tractors	you	promise	to	bring	that	back	in	one	do	my	as	promises	that	was	pretty	
see	you	in	a	all	we	all	have	our	two	stones	one	stay	keep	an	eye	on	the	feel	free	
to	smash	if	things	go	your	i	think	but	be	careful	going	that	we	just	had	the	floors	looking	for	
doctor	five	years	too	stephen	strange	is	currently	performing	surgery	about	twenty	blocks	that	what	do	you	want	from	afraid	
but	i	you	wanna	do	i	but	i	need	that	and	i	have	time	start	shall	all	the	gonna	charm	
her	and	gonna	poke	her	with	this	thing	and	extract	the	reality	stone	and	get	be	right	a	wine	just	
down	my	father	used	to	fish	with	a	barrel	of	see	if	the	cellar	has	a	couple	you	drunk	enough	
the	fancy	my	she	dies	i	do	i	do	i	be	i	have	this	was	a	bad	come	i	think	
having	a	panic	come	right	you	think	the	only	one	who	lost	what	do	you	think	doing	i	lost	the	
only	family	i	ever	the	chick	with	the	all	i	get	you	miss	your	but	really	and	there	are	plenty	
of	people	who	are	only	kinda	but	you	can	help	so	is	it	too	much	to	ask	that	you	brush	
the	crumbs	outta	your	make	schmoopy	talk	to	pretty	and	when	not	suck	out	the	infinity	stone	and	help	me	
get	my	family	are	you	get	it	you	can	do	you	can	do	all	i	i	can	do	i	do	
this	is	our	bring	it	down	right	on	that	can	we	hurry	it	come	on	the	all	is	really	take	
take	that	stone	and	come	no	messing	you	got	get	it	see	you	you	guys	watch	each	the	coordinates	for	
vormir	are	laid	all	they	have	to	do	is	not	fall	a	long	way	from	we	just	wait	around	for	
this	quill	guy	to	show	up	and	then	he	leads	us	to	the	power	is	that	take	not	the	only	
ones	in	looking	for	the	wait	a	what	are	you	talking	about	right	who	else	is	looking	for	these	my	
my	and	and	where	are	you	right	i	ask	for	your	and	you	always	need	get	father	wants	us	back	
on	the	found	an	infinity	on	a	planet	called	plan	is	finally	in	one	stone	a	if	he	gets	all	
of	located	the	power	dispatching	you	to	his	he	like	his	alternative	is	obsession	clouds	his	we	will	not	fail	
you	i	i	will	make	you	we	wait	around	for	this	quill	guy	to	show	and	then	he	leads	us	
to	the	power	is	that	take	not	the	only	ones	in	looking	for	the	who	was	i	my	head	is	
i	her	synaptic	drive	was	probably	damaged	in	bring	her	to	my	got	to	things	look	like	just	about	wrapped	
up	got	approaching	the	elevator	if	all	the	same	to	have	that	drink	all	good	no	standing	closing	up	this	
door	for	by	the	feel	free	to	clean	i	almost	forgot	that	that	suit	did	nothing	for	your	no	one	
asked	you	to	i	think	you	look	as	far	as	magic	strike	coming	to	secure	we	can	take	that	off	
your	by	all	careful	with	that	unless	you	want	your	mind	not	in	a	fun	we	promise	to	be	who	
are	these	they	are	actually	we	know	that	you	i	they	look	like	bad	but	talking	on	my	way	down	
to	coordinate	search	and	on	my	way	down	to	coordinate	search	and	i	how	do	you	think	shut	all	little	
our	flick	what	do	you	maximum	occupancy	has	been	take	the	take	the	take	the	all	i	got	our	scepter	
in	the	elevator	just	passing	the	th	on	head	to	the	see	you	evidence	en	route	to	no	hitches	at	
i	thought	you	were	coordinating	search	and	change	of	i	just	got	a	call	from	the	gonna	be	running	point	
on	the	i	we	got	word	there	may	be	an	attempt	to	steal	i	give	you	the	gonna	have	to	
call	the	trust	hail	so	many	do	you	got	eyes	on	the	it	is	is	that	axe	body	i	had	
a	can	just	for	can	we	going	inside	may	i	ask	you	where	to	lunch	and	then	you	alexander	the	
one	of	the	folks	behind	nick	my	friends	call	me	gonna	have	to	ask	you	to	turn	that	prisoner	over	
to	loki	will	be	answering	to	odin	gonna	answer	to	odin	can	have	and	gonna	need	that	been	shield	property	
for	over	hand	over	the	all	move	stuart	things	are	getting	dicey	up	not	gonna	argue	got	the	higher	authority	
all	you	promise	me	you	only	giving	me	a	mild	cardiac	that	sound	i	need	the	i	know	you	got	
a	lotta	just	then	give	me	the	do	get	your	hands	pull	my	here	give	him	you	got	some	your	
chest	good	meet	me	in	the	gonna	grab	a	quick	no	be	stay	with	try	i	have	no	idea	if	
gonna	that	worked	a	that	was	so	i	had	no	idea	if	that	was	gonna	the	the	the	that	supposed	
to	was	we	blew	going	tell	me	you	found	that	you	gotta	be	i	have	eyes	on	th	not	and	
i	wanna	hurt	i	can	do	this	all	i	i	where	did	you	get	that	is	i	help	if	i	
give	up	the	time	stone	to	help	your	dooming	my	with	all	due	not	sure	the	science	really	supports	the	
infinity	stones	create	what	you	experience	as	the	flow	of	remove	one	of	the	and	that	flow	now	this	may	
benefit	your	but	my	new	not	so	in	this	new	branched	without	our	chief	against	the	forces	of	our	world	
will	be	millions	will	tell	can	your	science	prevent	all	but	we	can	erase	because	once	done	with	the	we	
can	return	each	one	into	its	own	timeline	at	the	moment	it	was	in	that	it	never	but	leaving	out	
the	most	important	in	order	to	return	the	you	have	to	we	i	i	i	risk	this	reality	on	a	
the	of	the	sorcerer	supreme	to	protect	the	time	then	why	the	hell	did	strange	give	it	what	did	you	
he	gave	it	he	gave	it	to	i	have	no	maybe	he	made	a	or	i	strange	was	meant	to	
be	the	best	of	so	he	done	it	for	a	i	fear	you	might	be	thank	counting	on	we	all	
run	show	me	her	memory	the	file	appears	it	was	a	but	not	another	consciousness	sharing	her	another	this	duplicate	
carries	a	time	from	nine	years	in	the	where	is	this	other	in	our	solar	on	can	you	access	the	
two	are	search	the	for	infinity	and	these	stones	have	been	in	a	lot	of	different	places	throughout	our	not	
a	lot	of	convenient	spots	to	just	drop	which	means	we	have	to	pick	our	freeze	unruly	that	amplify	i	
two	the	same	from	two	different	set	course	for	scan	the	i	want	to	see	my	see	you	go	what	
are	you	better	off	leaving	the	sneaking	to	your	i	was	simply	just	going	for	a	and	what	are	you	
i	always	wear	this	is	one	of	my	wrong	with	your	my	you	remember	the	battle	of	when	i	got	
hit	in	the	face	with	a	not	the	thor	i	know	at	are	i	the	future	been	kind	to	has	
i	say	from	the	i	was	raised	by	i	see	with	more	than	and	you	know	i	am	totally	from	
the	you	i	really	need	to	talk	to	we	can	his	head	was	over	his	body	over	what	was	the	
i	was	too	i	was	just	standing	some	idiot	with	an	no	here	seeking	counsel	from	the	wisest	person	in	
i	a	a	little	bit	you	do	know	what	that	makes	just	like	everyone	not	supposed	to	be	like	everyone	
am	everyone	fails	at	who	they	are	supposed	to	the	measure	of	a	of	a	hero	is	how	well	they	
succeed	at	being	who	they	i	really	missed	i	got	get	that	i	have	to	tell	you	you	here	to	
repair	your	not	but	this	is	about	your	none	of	my	you	must	be	i	got	the	come	we	got	
to	i	wish	we	had	more	this	was	a	and	going	to	be	the	man	meant	to	i	love	i	
love	and	eat	a	come	we	gotta	what	am	i	looking	sometimes	it	takes	a	still	so	an	the	tool	
of	a	this	is	the	part	where	spikes	come	with	skeletons	on	the	end	and	what	are	you	talking	when	
you	break	into	a	place	called	the	temple	of	the	power	gonna	be	a	bunch	of	booby	all	go	i	
always	like	me	but	we	work	with	what	we	sync	you	you	should	be	where	are	the	reduced	to	you	
used	them	two	days	i	used	the	stones	to	destroy	the	it	nearly	but	the	work	is	it	always	will	
i	am	what	did	you	do	to	not	trying	to	stop	something	going	to	do	in	our	trying	to	undo	
something	already	done	in	the	i	found	them	i	tipped	the	cosmic	scales	to	this	is	your	my	my	father	
is	many	a	liar	is	not	one	of	thank	perhaps	i	treated	you	too	and	is	destiny	your	a	not	
i	could	i	would	never	betray	i	and	have	the	chance	to	prove	he	come	come	we	have	a	come	
come	we	have	a	thanos	we	got	a	we	what	are	we	gonna	do	you	know	give	me	a	i	
just	got	hit	in	the	head	with	a	you	said	that	we	had	one	this	was	our	we	six	stones	
or	six	stones	or	repeating	you	know	repeating	repeating	repeating	come	you	never	wanted	a	time	you	went	on	board	
with	the	time	i	dropped	the	you	ruined	the	time	is	that	what	i	are	there	any	other	options	with	
the	no	other	no	not	going	anywhere	we	have	one	particle	we	use	not	going	well	if	we	then	no	
one	else	is	going	i	got	another	to	retake	the	tesseract	and	acquire	new	stroll	down	memory	military	garden	why	
were	they	both	they	were	there	at	a	vaguely	exact	how	what	are	you	talking	where	are	we	i	know	
for	a	fact	they	were	what	are	we	and	i	know	how	i	what	is	it	looks	like	what	are	
we	get	this	back	to	the	suit	in	new	excuse	are	you	if	you	do	and	this	not	coming	thanks	
for	the	pep	you	trust	i	your	here	we	make	not	you	actually	born	the	idea	of	me	imagine	running	
a	intelligence	where	do	you	hide	in	plain	good	luck	on	your	good	luck	on	your	new	not	back	in	
the	you	in	the	this	looking	for	have	you	seen	i	seen	a	pardon	do	i	know	visitor	from	got	
a	well	be	easy	to	howard	pull	you	look	a	little	green	around	the	gills	long	wanna	get	some	that	
would	be	that	need	your	not	one	of	are	that	would	be	the	number	that	you	this	is	stevens	from	
we	have	a	package	for	bring	it	the	we	i	thought	that	was	your	the	box	is	glowing	to	be	
some	of	our	mail	guys	feeling	that	they	know	did	they	you	better	get	down	excuse	out	of	the	flowers	
and	you	got	a	big	date	my	too	much	time	in	the	hold	will	how	far	along	is	i	at	
the	point	where	she	stand	the	sound	of	my	i	guess	be	eating	dinner	in	the	pantry	i	have	a	
little	a	girl	would	be	less	of	a	chance	turn	out	exactly	like	be	so	awful	about	just	say	that	
the	greater	good	has	rarely	outweighed	my	own	and	never	seen	these	men	got	an	eye	for	the	of	them	
looked	can	you	describe	one	of	them	had	a	hippie	like	bee	gees	or	mungo	definitely	mungo	this	is	i	
need	every	available	mps	on	we	have	a	potential	where	are	you	at	with	if	a	my	wife	likes	might	
wanna	let	that	stew	you	got	let	me	ask	you	a	when	your	kid	was	were	you	did	you	feel	
like	you	had	any	idea	how	to	successfully	operate	that	i	literally	pieced	it	together	as	i	went	i	thought	
about	what	my	dad	my	old	he	never	met	a	problem	he	solve	with	a	i	thought	my	dad	was	
tough	on	and	looking	i	just	remember	the	good	you	he	did	drop	the	odd	like	amount	of	money	ever	
bought	a	second	of	smart	he	did	his	let	me	tell	that	not	even	here	yet	nothing	i	do	for	
good	to	meet	gonna	be	all	thank	you	for	done	for	this	have	we	ever	met	that	seems	very	weird	
you	can	stop	you	know	you	want	did	you	see	what	happens	in	the	thanos	finds	the	soul	you	wanna	
know	how	he	does	you	wanna	what	he	does	to	you	disgust	that	mean	how	do	i	under	different	this	
would	be	totally	i	bet	the	raccoon	have	to	climb	a	not	a	you	he	eats	daughter	of	son	of	
who	are	consider	me	a	to	and	to	all	who	seek	the	soul	you	tell	us	where	it	then	be	
on	our	if	only	it	were	that	what	you	seek	lies	in	front	of	does	what	you	the	stone	is	
down	for	one	of	for	the	in	order	to	take	the	you	must	lose	that	which	you	an	everlasting	a	
for	a	it	maybe	making	this	shit	i	think	he	knows	your	i	thanos	left	here	with	the	stone	without	
his	not	a	whatever	it	whatever	it	if	we	get	that	billions	of	people	stay	then	i	guess	we	both	
know	who	gotta	i	guess	we	starting	to	been	different	people	for	the	last	five	years	been	trying	to	do	
one	get	to	right	all	been	bringing	everybody	you	get	all	decent	on	me	you	think	i	wanna	do	trying	
to	save	your	you	yeah	i	want	you	because	you	know	what	you	know	what	i	judge	people	on	their	
worst	maybe	you	you	a	pain	in	my	you	know	you	tell	my	family	i	love	you	tell	them	damn	
